Sub_Dept,Work_Date,Shift_Name,Dock_Name,Door_Name,BOL_Number,Live_Load,Hot_Load,Drive_Off,No_Appointment,Appointment_ID,Appointment_Time,Gate_In_Time,Receiver_Check_In_Time,Received_Time,Docked_Time,Work_Start_Time,Work_End_Time,Total_Time_In_Minutes,Driver_Called_Time,Bills_To_Driver_Time,Gate_Out_Time,Total_Load_Delay_Min,Trailer_Type_Name,Carrier_Name,Trailer_Number,Main_PO_Number,Main_Vendor_Name,Main_Vendor_Number,Main_Product_Name,Load_Type_Name,Bill_Code_Name,Unload_Type_Name,Bill_Rate_Name,Total_Case_Count,Total_Pallet_White_In_Count,Total_Pallet_Chep_In_Count,Total_Pallet_Peco_In_Count,Total_Pallet_IGps_In_Count,Total_Totes_In_Count,Total_Pallet_In_Count,Total_Pallet_Finished_Count,Total_Pallet_Created_Count,Total_Item_Count,Total_Tray_Count,Total_Layer_Count,Total_PO_Weight,Total_Cube,Service_Hours,Adjustment_Amount,Adjustment_Reason,Total_Load_Cost,Total_Payment,Cash_Amount,Check_Amount,Relay_Amount,Auto_Pay_Amount,Capstone_Pay_Amount,Fleet_Friend_Amount,Convenience_Fee,Handling_Fee,Check_Number,Credit_Amount,Credit_Auth_Number,Debit_Amount,Debit_Auth_Number,Total_COD_Amount,BillTo_Amount,Receipt_Number,Receipt_Printed,Override_User_Name,Override_Time,Override_Reason,Created_Device_ID,Created_By,Created_Date,Modified_Device_ID,Modified_By,Modified_Date
27,02/04/2025,1ST,DRY,411D,,0,1,0,0,5668717,02/04/2025 00:00,,,02/04/2025 09:18,,02/04/2025 09:45,02/04/2025 10:17,32,,,,0,,MDI BACKHAUL,3CB7275,40069522,BUSH BROTHERS AND COMPANY,10641,,BKHL,27RMDIBKH,BRK DOWN,LOGCODEBBRK61_30027,2058,19,0,0,0,0,19,22,3,0,0,0,41909,0,0,,,61,61,0,0,0,0,0,0,0,0,,0,,0,,0,61,44b688b5-8ba7-4223-b4fa-86322683d01b,0,,,,2924,159622,02/04/2025 09:26,0,73558,02/04/2025 12:18
27,02/04/2025,,FROZEN,129F,,1,0,0,0,5630507,02/04/2025 09:00,,,02/04/2025 09:05,,02/04/2025 09:57,02/04/2025 10:08,11,,02/04/2025 10:57,,0,,DERD,V7446,301274,CREST HILL BAKERY,20285,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,828,24,0,0,0,0,24,25,1,0,0,0,15144,0,0,,,175,175,0,0,0,0,175,0,10,0,,0,,0,,0,0,05df38c5-daa9-4e48-a43e-20b0a9a2b2f6,1,,,,2924,april.parlier,02/04/2025 09:59,0,april.parlier,02/04/2025 10:57
27,02/04/2025,1ST,DRY,406D,,1,1,0,0,5659564,02/04/2025 04:00,,,02/04/2025 09:05,,02/04/2025 09:43,02/04/2025 09:59,16,,02/04/2025 11:20,,0,,LANTER DISTRIBUTING LLC,V5315112,40066798,ALBANESE,0,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK135_30027,334,2,0,0,0,0,2,6,4,0,0,0,2607,0,0,,,165,165,0,0,0,0,165,0,10,0,,0,,0,,0,0,1eebaa0d-33ea-4bde-b31c-e15d6764b626,1,,,,2924,159622,02/04/2025 09:07,0,159622,02/04/2025 11:20
27,02/04/2025,,PERISHABLE,234P,,0,0,0,0,5636770,02/04/2025 12:00,,,02/04/2025 08:57,,02/04/2025 10:12,02/04/2025 11:17,65,,,,0,,MDI BACKHAUL,3T1382,40068479,NESTLE USA/CHILLED BEV DIV.,71148,,BKHL,27RMDIBKH,BRK DOWN,LOGCODEBBRK61_30027,1926,20,0,0,0,0,20,34,14,0,0,0,28200,0,0,,,61,61,0,0,0,0,0,0,0,0,,0,,0,,0,61,67a13a11-1c9d-4acc-9331-06fdb533bea8,0,,,,2924,april.parlier,02/04/2025 10:15,0,april.parlier,02/04/2025 11:18
27,02/04/2025,,DRY,401D,,0,0,0,0,,,,,02/04/2025 08:55,,02/04/2025 08:56,02/04/2025 09:07,11,,,,0,,MDI BACKHAUL,3t1200,40067929,GOLDING FARMS,70155,,BKHL,27RMDIBKH,BRK DOWN,LOGCODEBBRK61_30027,2372,17,0,0,0,0,17,23,6,0,0,0,0,0,0,,,61,61,0,0,0,0,0,0,0,0,,0,,0,,0,61,e14f5e8b-4e60-4c3c-837f-c803f6628541,0,,,,2924,april.parlier,02/04/2025 12:51,0,april.parlier,02/04/2025 12:52
27,02/04/2025,,PERISHABLE,239B,,0,0,0,0,5661148,02/04/2025 12:00,,,02/04/2025 08:43,,02/04/2025 09:09,02/04/2025 09:44,35,,,,0,,MDI BACKHAUL,3T1443,40069689,Turkey hill,0,,BKHL,27RMDIBKH,ROLL OFF,LOGCODEAROFF25_30027,900,15,0,0,0,0,15,15,0,0,0,0,33702,0,0,,,25,25,0,0,0,0,0,0,0,0,,0,,0,,0,25,cc2cefea-985b-4c5c-8750-a8a2f93de9ca,0,,,,2924,april.parlier,02/04/2025 09:15,0,april.parlier,02/04/2025 09:45
27,02/04/2025,,FROZEN,126F,,0,0,0,0,5646538,02/04/2025 03:00,,,02/04/2025 08:42,,02/04/2025 09:02,02/04/2025 10:49,107,,,,0,,MDI BACKHAUL,3T1151,40068645,PET DAIRY (MAYFIELD),26448,,BKHL,27RMDIBKH,BRK DOWN,LOGCODEBBRK61_30027,2875,34,0,0,0,0,34,45,11,0,0,0,29892,0,0,,,61,61,0,0,0,0,0,0,0,0,,0,,0,,0,61,45a4cbf8-f126-4ad3-a71a-4d7683cbdbc3,0,,,,2924,april.parlier,02/04/2025 09:14,0,april.parlier,02/04/2025 10:53
27,02/04/2025,,FROZEN,133F,,1,0,0,0,5654384,02/04/2025 15:00,,,02/04/2025 08:41,,02/04/2025 08:50,02/04/2025 09:01,11,,02/04/2025 09:27,,0,,NS CARRIER,V2021,40069093,MURRY'S INC.,20934,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK135_30027,700,7,0,0,0,0,7,8,1,0,0,0,5376,0,0,,,150,150,0,0,150,0,0,0,10,0,,0,,0,,0,0,cd971197-b669-46fd-8169-465bd8fbf91c,1,,,,2924,april.parlier,02/04/2025 09:13,0,april.parlier,02/04/2025 09:27
27,02/04/2025,,PERISHABLE,207M,,0,0,0,0,5661048,02/04/2025 16:00,,,02/04/2025 08:40,,02/04/2025 08:41,02/04/2025 11:01,140,,,,0,,MDI BACKHAUL,3T1380,301970,FRESH MARK INC.,10023,,BKHL,27RMDIBKH,BRK DOWN,LOGCODEBBRK61_30027,982,23,0,0,0,0,23,31,8,0,0,0,35551,0,0,,,61,61,0,0,0,0,0,0,0,0,,0,,0,,0,61,3e1a1311-5ef4-48ff-8cb5-d46edb42500b,0,,,,2924,april.parlier,02/04/2025 08:55,0,april.parlier,02/04/2025 11:18
27,02/04/2025,1ST,DRY,402D,,1,1,0,0,5658159,02/04/2025 07:00,,,02/04/2025 08:00,,02/04/2025 08:01,02/04/2025 08:12,11,,02/04/2025 09:09,02/04/2025 09:11,0,,COYOTE LOGISTICS LLC,3D7124,40067572,TOPCO/BAY VALLEY,30456,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,2401,31,0,0,0,0,31,67,36,0,0,0,41438,0,0,,,380,380,0,0,0,0,380,0,10,0,,0,,0,,0,0,664bdcc4-a861-4577-8c18-a619dd0f3e5d,1,,,,2924,159622,02/04/2025 06:01,0,159622,02/04/2025 06:09
27,02/04/2025,1ST,DRY,415,,0,1,0,0,5656829,02/04/2025 10:00,,,02/04/2025 07:53,,02/04/2025 08:06,02/04/2025 08:54,48,,,,0,,MDI BACKHAUL,3T1271,40069265,AMERICAN BEVERAGE CORP,30014,,BKHL,27RMDIBKH,ROLL OFF,LOGCODEAROFF25_30027,2135,18,0,0,0,0,18,18,0,0,0,0,32628,0,0,,,25,25,0,0,0,0,0,0,0,0,,0,,0,,0,25,3450901a-518f-4f23-b059-7595b903e45b,0,,,,2924,159622,02/04/2025 07:54,0,159622,02/04/2025 08:07
27,02/04/2025,1ST,DRY,412,,0,1,0,0,5642013,02/03/2025 23:00,,,02/04/2025 07:52,,02/04/2025 08:26,02/04/2025 08:59,33,,,,0,,MDI BACKHAUL,3D7134,40067703,PREMIUM WATERS INC.,70540,,BKHL,27RMDIBKH,ROLL OFF,LOGCODEAROFF25_30027,29,29,0,0,0,0,29,29,0,0,0,0,46052,0,0,,,25,25,0,0,0,0,0,0,0,0,,0,,0,,0,25,d287b70e-e9b3-4cf8-a7e1-c952d86a98fa,0,,,,2924,159622,02/04/2025 07:54,0,159622,02/04/2025 08:26
27,02/04/2025,1ST,DRY,408D,,1,1,0,0,5675660,02/04/2025 09:00,,,02/04/2025 07:51,,02/04/2025 08:46,02/04/2025 11:00,134,,,,0,,JEAR LOGISTICS LLC,V538699,16350023,NESTLE PURINA PETCARE,30381,,Logistics,27RMDICON,SLIP,LOGCODEFSLP112_30027,2212,0,0,0,0,0,0,53,53,0,0,0,48000,0,0,,,112.5,112.5,0,0,0,0,0,0,0,0,,0,,0,,0,112.5,f5bf6397-6ee2-4010-8b7e-baac0bd3a6b2,0,,,,2924,159622,02/04/2025 07:55,0,73558,02/04/2025 12:19
27,02/04/2025,,DRY,401D,,1,0,0,0,5650938,02/04/2025 11:00,,,02/04/2025 07:46,,02/04/2025 07:47,02/04/2025 08:17,30,,,,0,,ABSOULUTE TRANSPORT INC ,1653,40068248,COLONNA BROTHERS INC,71634,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,964,11,0,0,0,0,11,12,1,0,0,0,9341,0,0,,,175,175,0,0,175,0,0,0,10,0,,0,,0,,0,0,98c19f5a-76cd-4d3e-a5f8-2d3abedee692,1,,,,2924,73558,02/04/2025 07:47,0,73558,02/04/2025 07:57
27,02/04/2025,,FROZEN,135F,,1,0,0,0,5667287,02/04/2025 04:00,,,02/04/2025 07:43,,02/04/2025 08:18,02/04/2025 08:29,11,,02/04/2025 11:21,,0,,SEABOARD TRANSPORT LLC ,V2204,302367,SEABOARD FARMS,0,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,1003,16,0,0,0,0,16,32,16,0,0,0,44923,0,0,,,280,280,0,0,0,0,280,0,10,0,,0,,0,,0,0,6d14fcd4-865c-4728-85bd-95a5d08398f9,1,,,,2924,april.parlier,02/04/2025 09:09,0,april.parlier,02/04/2025 11:21
27,02/04/2025,,PERISHABLE,228P,,1,0,0,0,5669470,02/04/2025 07:00,,,02/04/2025 07:39,,02/04/2025 08:23,02/04/2025 08:34,11,,02/04/2025 09:43,,0,,CLAYTON RAWL FARMS INC,V543,10056778,CLAYTON RAWL FARMS,68478,,Vendor Ship,27RCLAYTON,BRK DOWN,VDERSHBRK160_30027,1119,17,0,0,0,0,17,34,17,0,0,0,28436,0,0,,,265,265,0,0,0,0,0,0,0,10,,0,,0,,0,265,8e0dc5e7-07a8-47cb-bd85-ab213c080286,1,,,,2924,april.parlier,02/04/2025 09:07,0,april.parlier,02/04/2025 09:43
27,02/04/2025,,PERISHABLE,206M,,1,0,0,0,5669474,02/03/2025 07:00,,,02/04/2025 07:38,,02/04/2025 08:18,02/04/2025 08:29,11,,02/04/2025 09:26,,0,,FREYMILLER AKA D AND M CARRIERS,V11533,302025,CARGILL MEAT SOLUTIONS CORP.,10170,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK135_30027,95,4,0,0,0,0,4,6,2,0,0,0,4827,0,0,,,155,155,0,0,0,0,155,0,10,0,,0,,0,,0,0,14af1fe0-10ed-4f8e-a753-f87556215c0a,1,,,,2924,april.parlier,02/04/2025 08:52,0,april.parlier,02/04/2025 09:26
27,02/04/2025,,PERISHABLE,230P,,0,0,0,0,5665326,02/04/2025 05:00,,,02/04/2025 07:14,,02/04/2025 08:18,02/04/2025 09:02,44,,,,0,,MDI BACKHAUL,3T1050,10056710,DUTT & WAGNER OF VA INC,60001,,BKHL,27RMDIBKH,ROLL OFF,LOGCODEAROFF25_30027,1104,24,0,0,0,0,24,24,0,0,0,0,34095,0,0,,,25,25,0,0,0,0,0,0,0,0,,0,,0,,0,25,502886c0-8418-4e45-91be-2dd11dff6466,0,,,,2924,april.parlier,02/04/2025 08:53,0,april.parlier,02/04/2025 09:03
27,02/04/2025,,PERISHABLE,203M,,0,0,0,0,5631832,02/04/2025 11:00,,,02/04/2025 07:13,,02/04/2025 08:04,02/04/2025 08:22,18,,,01/01/1970 00:00,0,,MDI BACKHAUL,3T1147,40067677,H.P. HOOD INC.,20373,,BKHL,27RMDIBKH,ROLL OFF,LOGCODEAROFF25_30027,810,18,0,0,0,0,18,18,0,0,0,0,33624,0,0,,,25,25,0,0,0,0,0,0,0,0,,0,,0,,0,25,17f11323-4bb7-40c8-a422-21c647bf3d61,0,,,,2924,april.parlier,02/04/2025 08:50,0,april.parlier,02/04/2025 08:51
27,02/04/2025,,FROZEN,131F,,0,0,0,0,5665571,02/04/2025 07:00,,,02/04/2025 07:12,,02/04/2025 07:28,02/04/2025 08:04,36,,,,0,,MDI BACKHAUL,3T1372,301263,ATLANTA CHEESECAKE COMPANY LLC,21630,,BKHL,27RMDIBKH,BRK DOWN,LOGCODEBBRK61_30027,926,12,0,0,0,0,12,15,3,0,0,0,11054,0,0,,,61,61,0,0,0,0,0,0,0,0,,0,,0,,0,61,f01599fc-564e-442c-8ec0-df6eb667dab3,0,,,,2924,april.parlier,02/04/2025 07:38,0,april.parlier,02/04/2025 08:05
27,02/04/2025,1ST,DRY,403D,,0,1,0,0,5577596,02/04/2025 12:00,,,02/04/2025 06:49,,02/04/2025 07:21,02/04/2025 09:37,136,,,,0,,MDI BACKHAUL,3T1300,40065238,TRANSNATIONAL FOODS INC.,71111,,BKHL,27RMDIBKH,BRK DOWN,LOGCODECBRK92_30027,2581,24,0,0,0,0,24,57,33,0,0,0,35951,0,0,,,92.5,92.5,0,0,0,0,0,0,0,0,,0,,0,,0,92.5,fb52dfdf-a9c5-4564-a5eb-47f4cfdc4dda,0,,,,2924,159622,02/04/2025 07:04,0,159622,02/04/2025 08:37
27,02/04/2025,1ST,DRY,413D,,0,1,0,0,5645428,02/04/2025 11:00,,,02/04/2025 06:48,,02/04/2025 07:17,02/04/2025 07:39,22,,,,0,,B AND G SUPPLY COMPANY INC,BNG249,40068721,TOPCO/GLOBAL HARVEST FOODS,70483,,Logistics,27RMDICON,ROLL OFF,LOGCODEAROFF25_30027,1170,24,0,0,0,0,24,24,0,0,0,0,44348,0,0,,,25,25,0,0,0,0,0,0,0,0,,0,,0,,0,25,1680d7dc-9910-448b-a1d4-28061ca8c09e,0,,,,2924,159622,02/04/2025 07:09,0,159622,02/04/2025 07:18
27,02/04/2025,1ST,DRY,414,,0,1,0,0,5639775,02/04/2025 11:00,,,02/04/2025 06:47,,02/04/2025 07:15,02/04/2025 07:34,19,,,,0,,MDI BACKHAUL,3D7346,40066828,NIAGARA BOTTLING LLC,70387,,BKHL,27RMDIBKH,ROLL OFF,LOGCODEAROFF25_30027,504,19,0,0,0,0,19,19,0,0,0,0,6756,0,0,,,25,25,0,0,0,0,0,0,0,0,,0,,0,,0,25,2dd7e7d5-462f-4656-b5b6-832015d76098,0,,,,2924,159622,02/04/2025 07:08,0,159622,02/04/2025 07:16
27,02/04/2025,,PERISHABLE,204M,,0,0,0,0,5647967,02/04/2025 10:00,,,02/04/2025 06:38,,02/04/2025 06:44,02/04/2025 08:17,93,,,,0,,STEVENS TRANSPORT INC,V1706,40066969,MASTERS GALLERY FOODS INC.,71528,,Logistics,27RMDICON,BRK DOWN,LOGCODECBRK92_30027,4390,35,0,0,0,0,35,62,27,0,0,0,7135,0,0,,,92.5,92.5,0,0,0,0,0,0,0,0,,0,,0,,0,92.5,b1ba0065-8559-4521-abac-ef3fc85a83ab,0,,,,2924,april.parlier,02/04/2025 06:58,0,april.parlier,02/04/2025 08:50
27,02/04/2025,1ST,DRY,406D,,1,1,0,0,5661132,02/04/2025 06:00,,,02/04/2025 06:32,,02/04/2025 07:19,02/04/2025 07:47,28,,02/04/2025 09:34,,0,,AVERITT EXPRESS INC,V543905,40068717,COMMUNITY COFFEE COMPANY,70135,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK135_30027,112,2,0,0,0,0,2,4,2,0,0,0,665,0,0,,,155,155,0,0,0,0,155,0,10,0,,0,,0,,0,0,b6fec2e1-31dd-48a6-9b4a-7b702c47f195,1,,,,2924,159622,02/04/2025 07:06,0,159622,02/04/2025 07:33
27,02/04/2025,,PERISHABLE,207M,,1,0,0,0,5650509,02/04/2025 04:00,,,02/04/2025 06:19,,02/04/2025 06:20,02/04/2025 06:31,11,,02/04/2025 07:50,,0,,US COLD STORAGE,V2114,40066991,ICELANDIC PROVISIONS INC,70463,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,780,12,0,0,0,0,12,31,19,0,0,0,4112,0,0,,,265,265,0,0,0,0,265,0,10,0,,0,,0,,0,0,682e37f1-9eb8-4848-919d-c8f8b818dc9d,1,,,,2924,april.parlier,02/04/2025 06:32,0,april.parlier,02/04/2025 07:50
27,02/04/2025,,PERISHABLE,238B,,1,0,0,0,5663944,02/04/2025 06:00,,,02/04/2025 06:14,,02/04/2025 06:15,02/04/2025 06:26,11,,02/04/2025 06:48,,0,,MAIN STREET LOGISTICS,V693037,10055999,INTERNATIONAL FOODSOURCE,60376,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,1050,15,0,0,0,0,15,16,1,0,0,0,22525,0,0,,,175,175,0,0,0,0,175,0,10,0,,0,,0,,0,0,1ae72a05-9f39-43ff-953e-3412ea718a1a,1,,,,2924,april.parlier,02/04/2025 06:31,0,april.parlier,02/04/2025 06:48
27,02/04/2025,,DRY,410D,,1,0,0,0,5646916,02/04/2025 07:00,,,02/04/2025 06:13,,02/04/2025 06:14,02/04/2025 06:36,22,,02/04/2025 07:03,,0,,DEDICATED LOGISTICS SERVICES,V150429,40068604,BARILLA AMERICA INC.,70593,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,2808,22,0,0,0,0,22,52,30,0,0,0,43783,0,0,,,320,320,0,0,0,0,320,0,10,0,,0,,0,,0,0,942b433c-f986-49f7-883f-e1257fad5e3b,1,,,,2924,159622,02/04/2025 06:18,0,159622,02/04/2025 07:02
27,02/04/2025,,DRY,401D,,0,0,0,0,,,,,02/04/2025 06:10,,02/04/2025 06:11,02/04/2025 06:22,11,,,,0,,COYOTE LOGISTICS,3D7196,40068144,BAY VALLEY,71171,,Logistics,27RMDICON,BRK DOWN,LOGCODECBRK92_30027,3133,40,0,0,0,0,40,69,29,0,0,0,0,0,0,,,92.5,92.5,0,0,0,0,0,0,0,0,,0,,0,,0,92.5,9a649744-713c-4fc5-8960-41a5d1aece44,0,,,,2924,april.parlier,02/04/2025 13:22,0,april.parlier,02/04/2025 13:23
27,02/04/2025,1ST,DRY,411D,,0,1,0,0,5654929,02/04/2025 05:00,,,02/04/2025 06:07,,02/04/2025 07:01,02/04/2025 07:19,18,,,,0,,MDI BACKHAUL,3T1240,40068401,SUNNY DELIGHT BEVERAGE CO.,70821,,BKHL,27RMDIBKH,ROLL OFF,LOGCODEAROFF25_30027,20,20,0,0,0,0,20,20,0,0,0,0,19900,0,0,,,25,25,0,0,0,0,0,0,0,0,,0,,0,,0,25,920db1f6-a64a-4792-bce2-03be4b081246,0,,,,2924,159622,02/04/2025 07:11,0,159622,02/04/2025 07:35
27,02/04/2025,,PERISHABLE,241B,,1,0,0,0,5657869,02/04/2025 06:00,,,02/04/2025 05:47,,02/04/2025 05:56,02/04/2025 06:07,11,,02/04/2025 06:29,,0,,CH ROBINSON,V2021,40068222,THE A2 MILK COMPANY,74060,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK135_30027,510,7,0,0,0,0,7,8,1,0,0,0,12810,0,0,,,150,150,0,0,0,0,150,0,10,0,,0,,0,,0,0,359fe7e1-4724-4dc9-aa28-685acb1d12ac,1,,,,2924,april.parlier,02/04/2025 06:09,0,april.parlier,02/04/2025 06:29
27,02/04/2025,1ST,DRY,407D,,1,1,0,0,5642869,02/04/2025 05:00,,,02/04/2025 05:10,,02/04/2025 05:19,02/04/2025 06:20,61,,02/04/2025 08:11,,0,,NESTLE TRANSPORTATION COMPANY ,V6203,40068745,NESTLE USA INC,24712,,Vendor Ship,27RCODMDI,BRK DOWN,VDERSHBRK160_30027,5406,14,0,0,0,0,14,76,62,0,0,0,45627,0,0,,,440,440,0,0,0,0,440,0,10,0,,0,,0,,0,0,647c2159-50ed-4393-b7ca-c069e246a0e1,1,,,,2924,159622,02/04/2025 05:25,0,159622,02/04/2025 08:11
